sampleid	read_count	percentage_nonresident_reads	Project_ID	Case_Control	Disease_Level_1	Disease_Level_2
ERR4264883	2978	0.007	PRJEB38930	Control	Other	AN
ERR5051484	2978	0.007	PRJEB42375	Case	Gastrointestinal	IBS
ERR5051529	2978	0.007	PRJEB42375	Control	Gastrointestinal	IBS
ERR5051544	2978	0.007	PRJEB42375	Control	Gastrointestinal	IBS
S770	2978	0.007	crohns-paper_37122605	Case	Gastrointestinal	IBD
S941	2978	0.007	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR17285858	2978	0.007	PRJNA791216	Control	Autoimmune	RA
SRR18268063	2978	0.007	PRJNA813503	Case	Metabolic	GDM
SRR6308494	2978	0.007	PRJNA419104	Case	Infectious	CDI
ERR3711753	2977	0.008	PRJEB35665	Control	Cancer	Melanoma
ERR4264917	2977	0.008	PRJEB38930	Case	Other	AN
ERR5051547	2977	0.008	PRJEB42375	Control	Gastrointestinal	IBS
SRR11098597	2977	0.008	PRJNA607176	Control	Gastrointestinal	IBD
SRR12268438	2977	0.008	PRJNA647266	Control	Other	CKD
SRR12613970	2977	0.008	PRJNA662173	Case	Metabolic	T2DM
SRR17285893	2977	0.008	PRJNA791216	Case	Autoimmune	RA
SRR20665820	2977	0.008	PRJNA778607	Control	Infectious	HD
DRR352777	2976	0.008	PRJDB13192	Case	Infectious	COVID-19
DRR352785	2976	0.008	PRJDB13192	Case	Infectious	COVID-19
ERR4265001	2976	0.008	PRJEB38930	Control	Other	AN
SRR11098583	2976	0.008	PRJNA607176	Case	Gastrointestinal	IBD
SRR11098632	2976	0.008	PRJNA607176	Case	Gastrointestinal	IBD
SRR17430145	2976	0.008	PRJNA794154	Case	Infectious	COVID-19
SRR18268013	2976	0.008	PRJNA813503	Case	Metabolic	GDM
SRR18268038	2976	0.008	PRJNA813503	Control	Metabolic	GDM
SRR8536912	2976	0.008	PRJNA517994	Control	Liver	Alcohol-Associated-LD
ERR5051553	2975	0.008	PRJEB42375	Control	Gastrointestinal	IBS
ERR6296004	2975	0.008	PRJEB46343	Case	Infectious	HIV
S723	2975	0.008	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR17285802	2975	0.008	PRJNA791216	Case	Autoimmune	RA
SRR17285903	2975	0.008	PRJNA791216	Case	Autoimmune	RA
SRR18268040	2975	0.008	PRJNA813503	Control	Metabolic	GDM
SRR20665844	2975	0.008	PRJNA778607	Control	Infectious	HD
SRR6308512	2975	0.008	PRJNA419104	Control	Infectious	CDI
S802	2974	0.009	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR10505143	2974	0.009	PRJNA590898	Control	Gastrointestinal	IBD
SRR11098587	2974	0.009	PRJNA607176	Control	Gastrointestinal	IBD
SRR12268290	2974	0.009	PRJNA647266	Control	Other	CKD
SRR17285779	2974	0.009	PRJNA791216	Case	Autoimmune	RA
SRR18268033	2974	0.009	PRJNA813503	Control	Metabolic	GDM
DRR352784	2973	0.009	PRJDB13192	Case	Infectious	COVID-19
ERR4264941	2973	0.009	PRJEB38930	Case	Other	AN
S772	2973	0.009	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR15323203	2973	0.009	PRJNA751473	Control	Autoimmune	AD
SRR17430155	2973	0.009	PRJNA794154	Control	Infectious	COVID-19
SRR18267982	2973	0.009	PRJNA813503	Case	Metabolic	GDM
SRR6308540	2973	0.009	PRJNA419104	Control	Infectious	CDI
ERR4264887	2972	0.009	PRJEB38930	Case	Other	AN
ERR4265000	2972	0.009	PRJEB38930	Case	Other	AN
ERR5051493	2972	0.009	PRJEB42375	Control	Gastrointestinal	IBS
SRR17285892	2972	0.009	PRJNA791216	Case	Autoimmune	RA
SRR17285991	2972	0.009	PRJNA791216	Case	Autoimmune	RA
SRR20665835	2972	0.009	PRJNA778607	Case	Infectious	HD
ERR4265002	2971	0.010	PRJEB38930	Control	Other	AN
ERR5051454	2971	0.010	PRJEB42375	Case	Gastrointestinal	IBS
ERR5051519	2971	0.010	PRJEB42375	Control	Gastrointestinal	IBS
S942	2971	0.010	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR11098624	2971	0.010	PRJNA607176	Case	Gastrointestinal	IBD
SRR12268385	2971	0.010	PRJNA647266	Case	Other	CKD
SRR18267983	2971	0.010	PRJNA813503	Control	Metabolic	GDM
SRR18268066	2971	0.010	PRJNA813503	Case	Metabolic	GDM
SRR20665811	2971	0.010	PRJNA778607	Control	Infectious	HD
DRR352751	2970	0.010	PRJDB13192	Case	Infectious	COVID-19
ERR3711785	2970	0.010	PRJEB35665	Case	Cancer	Melanoma
SRR17285905	2970	0.010	PRJNA791216	Case	Autoimmune	RA
SRR18267987	2970	0.010	PRJNA813503	Control	Metabolic	GDM
ERR4264963	2969	0.010	PRJEB38930	Control	Other	AN
ERR5051427	2969	0.010	PRJEB42375	Case	Gastrointestinal	IBS
ERR5051551	2969	0.010	PRJEB42375	Control	Gastrointestinal	IBS
S934	2969	0.010	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR11098628	2969	0.010	PRJNA607176	Case	Gastrointestinal	IBD
SRR17285850	2969	0.010	PRJNA791216	Control	Autoimmune	RA
SRR20665794	2969	0.010	PRJNA778607	Case	Infectious	HD
SRR20665834	2969	0.010	PRJNA778607	Control	Infectious	HD
SRR8537020	2969	0.010	PRJNA517994	Case	Liver	Alcohol-Associated-LD
ERR4264916	2968	0.011	PRJEB38930	Control	Other	AN
ERR5051480	2968	0.011	PRJEB42375	Case	Gastrointestinal	IBS
S810	2968	0.011	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR17285788	2968	0.011	PRJNA791216	Case	Autoimmune	RA
SRR17285859	2968	0.011	PRJNA791216	Control	Autoimmune	RA
SRR18268015	2968	0.011	PRJNA813503	Case	Metabolic	GDM
SRR20665796	2968	0.011	PRJNA778607	Case	Infectious	HD
SRR20665847	2968	0.011	PRJNA778607	Control	Infectious	HD
ERR4264958	2967	0.011	PRJEB38930	Case	Other	AN
ERR5051482	2967	0.011	PRJEB42375	Case	Gastrointestinal	IBS
ERR5051514	2967	0.011	PRJEB42375	Control	Gastrointestinal	IBS
ERR6296023	2967	0.011	PRJEB46343	Case	Infectious	HIV
S833	2967	0.011	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR11098627	2967	0.011	PRJNA607176	Control	Gastrointestinal	IBD
SRR17430146	2967	0.011	PRJNA794154	Control	Infectious	COVID-19
SRR18268021	2967	0.011	PRJNA813503	Case	Metabolic	GDM
SRR18268071	2967	0.011	PRJNA813503	Case	Metabolic	GDM
SRR20665836	2967	0.011	PRJNA778607	Control	Infectious	HD
SRR6308556	2967	0.011	PRJNA419104	Control	Infectious	CDI
DRR352802	2966	0.011	PRJDB13192	Case	Infectious	COVID-19
ERR5051460	2966	0.011	PRJEB42375	Case	Gastrointestinal	IBS
SRR18268004	2966	0.011	PRJNA813503	Case	Metabolic	GDM
SRR8537151	2966	0.011	PRJNA517994	Case	Liver	Alcohol-Associated-LD
SRR18268070	2965	0.012	PRJNA813503	Case	Metabolic	GDM
ERR4264990	2964	0.012	PRJEB38930	Case	Other	AN
S771	2964	0.012	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR18267984	2964	0.012	PRJNA813503	Control	Metabolic	GDM
SRR20665829	2964	0.012	PRJNA778607	Control	Infectious	HD
SRR20665853	2964	0.012	PRJNA778607	Case	Infectious	HD
DRR352800	2963	0.012	PRJDB13192	Case	Infectious	COVID-19
ERR5051500	2963	0.012	PRJEB42375	Control	Gastrointestinal	IBS
S858	2963	0.012	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR12268361	2963	0.012	PRJNA647266	Case	Other	CKD
SRR20665830	2963	0.012	PRJNA778607	Control	Infectious	HD
ERR5051413	2962	0.013	PRJEB42375	Case	Gastrointestinal	IBS
S949	2962	0.013	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR12268286	2962	0.013	PRJNA647266	Control	Other	CKD
SRR15323190	2962	0.013	PRJNA751473	Case	Autoimmune	AD
SRR17285799	2962	0.013	PRJNA791216	Case	Autoimmune	RA
SRR17285851	2962	0.013	PRJNA791216	Control	Autoimmune	RA
SRR18268037	2962	0.013	PRJNA813503	Control	Metabolic	GDM
SRR18268042	2962	0.013	PRJNA813503	Control	Metabolic	GDM
SRR18268056	2962	0.013	PRJNA813503	Case	Metabolic	GDM
S823	2961	0.013	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR14736946	2961	0.013	PRJNA735021	Case	Autoimmune	RA
SRR18268005	2961	0.013	PRJNA813503	Case	Metabolic	GDM
ERR5051474	2960	0.013	PRJEB42375	Case	Gastrointestinal	IBS
SRR12268393	2960	0.013	PRJNA647266	Case	Other	CKD
SRR17430189	2960	0.013	PRJNA794154	Control	Infectious	COVID-19
SRR18267992	2960	0.013	PRJNA813503	Control	Metabolic	GDM
SRR14200800	2959	0.014	PRJNA703732	Case	Liver	Alcohol-Associated-LD
SRR14736996	2959	0.014	PRJNA735021	Control	Autoimmune	RA
SRR15323194	2959	0.014	PRJNA751473	Case	Autoimmune	AD
SRR17430178	2959	0.014	PRJNA794154	Case	Infectious	COVID-19
SRR18267974	2959	0.014	PRJNA813503	Control	Metabolic	GDM
SRR8536981	2959	0.014	PRJNA517994	Case	Liver	Alcohol-Associated-LD
S789	2958	0.014	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR12268356	2958	0.014	PRJNA647266	Case	Other	CKD
SRR14736963	2958	0.014	PRJNA735021	Control	Autoimmune	RA
SRR14736994	2958	0.014	PRJNA735021	Control	Autoimmune	RA
SRR17430139	2958	0.014	PRJNA794154	Case	Infectious	COVID-19
SRR20665800	2958	0.014	PRJNA778607	Case	Infectious	HD
ERR4264867	2957	0.014	PRJEB38930	Control	Other	AN
SRR14736948	2957	0.014	PRJNA735021	Case	Autoimmune	RA
SRR17430149	2957	0.014	PRJNA794154	Case	Infectious	COVID-19
SRR18268006	2957	0.014	PRJNA813503	Case	Metabolic	GDM
ERR5051546	2956	0.015	PRJEB42375	Control	Gastrointestinal	IBS
SRR17430147	2956	0.015	PRJNA794154	Control	Infectious	COVID-19
SRR20665793	2956	0.015	PRJNA778607	Case	Infectious	HD
ERR5051424	2955	0.015	PRJEB42375	Case	Gastrointestinal	IBS
SRR12268515	2955	0.015	PRJNA647266	Control	Other	CKD
SRR20665814	2955	0.015	PRJNA778607	Control	Infectious	HD
SRR20665866	2955	0.015	PRJNA778607	Case	Infectious	HD
ERR3711770	2954	0.015	PRJEB35665	Case	Cancer	Melanoma
ERR4264977	2954	0.015	PRJEB38930	Control	Other	AN
ERR4264993	2954	0.015	PRJEB38930	Case	Other	AN
ERR5051448	2954	0.015	PRJEB42375	Case	Gastrointestinal	IBS
ERR5051467	2954	0.015	PRJEB42375	Case	Gastrointestinal	IBS
SRR12268295	2954	0.015	PRJNA647266	Control	Other	CKD
SRR12268516	2954	0.015	PRJNA647266	Control	Other	CKD
SRR17285999	2954	0.015	PRJNA791216	Case	Autoimmune	RA
SRR20665803	2954	0.015	PRJNA778607	Control	Infectious	HD
SRR20665804	2954	0.015	PRJNA778607	Control	Infectious	HD
S852	2953	0.016	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR20665832	2953	0.016	PRJNA778607	Control	Infectious	HD
ERR5051414	2952	0.016	PRJEB42375	Case	Gastrointestinal	IBS
ERR5051415	2952	0.016	PRJEB42375	Case	Gastrointestinal	IBS
ERR5051476	2952	0.016	PRJEB42375	Case	Gastrointestinal	IBS
SRR11098619	2952	0.016	PRJNA607176	Case	Gastrointestinal	IBD
SRR14737013	2952	0.016	PRJNA735021	Case	Autoimmune	RA
SRR17285806	2952	0.016	PRJNA791216	Case	Autoimmune	RA
SRR18268032	2952	0.016	PRJNA813503	Case	Metabolic	GDM
SRR20665810	2952	0.016	PRJNA778607	Control	Infectious	HD
ERR5051542	2951	0.016	PRJEB42375	Control	Gastrointestinal	IBS
SRR18267979	2951	0.016	PRJNA813503	Control	Metabolic	GDM
ERR4264975	2950	0.017	PRJEB38930	Control	Other	AN
S857	2950	0.017	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR12268441	2950	0.017	PRJNA647266	Control	Other	CKD
SRR12268444	2950	0.017	PRJNA647266	Control	Other	CKD
SRR18268062	2950	0.017	PRJNA813503	Case	Metabolic	GDM
ERR5051444	2949	0.017	PRJEB42375	Case	Gastrointestinal	IBS
S917	2949	0.017	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR20665809	2949	0.017	PRJNA778607	Control	Infectious	HD
SRR13762686	2948	0.017	PRJNA698272	Control	Liver	NAFLD
SRR17285898	2948	0.017	PRJNA791216	Case	Autoimmune	RA
SRR18267991	2948	0.017	PRJNA813503	Control	Metabolic	GDM
SRR8536918	2948	0.017	PRJNA517994	Control	Liver	Alcohol-Associated-LD
SRR14736995	2947	0.018	PRJNA735021	Control	Autoimmune	RA
SRR15323191	2947	0.018	PRJNA751473	Case	Autoimmune	AD
SRR18268064	2945	0.018	PRJNA813503	Case	Metabolic	GDM
ERR5051515	2944	0.019	PRJEB42375	Control	Gastrointestinal	IBS
S799	2944	0.019	crohns-paper_37122605	Control	Gastrointestinal	IBD
S803	2944	0.019	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR18268025	2944	0.019	PRJNA813503	Control	Metabolic	GDM
DRR352794	2943	0.019	PRJDB13192	Case	Infectious	COVID-19
ERR3711772	2943	0.019	PRJEB35665	Case	Cancer	Melanoma
ERR4264980	2943	0.019	PRJEB38930	Case	Other	AN
S862	2943	0.019	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR17430176	2943	0.019	PRJNA794154	Case	Infectious	COVID-19
SRR18268008	2943	0.019	PRJNA813503	Case	Metabolic	GDM
S828	2942	0.019	crohns-paper_37122605	Case	Gastrointestinal	IBD
S878	2942	0.019	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR12268296	2942	0.019	PRJNA647266	Control	Other	CKD
SRR12268474	2942	0.019	PRJNA647266	Control	Other	CKD
SRR14737003	2942	0.019	PRJNA735021	Case	Autoimmune	RA
SRR20665785	2942	0.019	PRJNA778607	Case	Infectious	HD
ERR5051443	2940	0.020	PRJEB42375	Case	Gastrointestinal	IBS
S850	2940	0.020	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR10505076	2940	0.020	PRJNA590898	Case	Gastrointestinal	IBD
SRR11098636	2940	0.020	PRJNA607176	Case	Gastrointestinal	IBD
SRR12268331	2940	0.020	PRJNA647266	Case	Other	CKD
SRR12268455	2940	0.020	PRJNA647266	Control	Other	CKD
SRR17430159	2939	0.020	PRJNA794154	Case	Infectious	COVID-19
SRR20665799	2939	0.020	PRJNA778607	Case	Infectious	HD
ERR5051440	2938	0.021	PRJEB42375	Case	Gastrointestinal	IBS
ERR5051450	2938	0.021	PRJEB42375	Case	Gastrointestinal	IBS
ERR5051503	2938	0.021	PRJEB42375	Control	Gastrointestinal	IBS
SRR18268026	2938	0.021	PRJNA813503	Control	Metabolic	GDM
DRR352756	2937	0.021	PRJDB13192	Control	Infectious	COVID-19
ERR5051416	2937	0.021	PRJEB42375	Case	Gastrointestinal	IBS
SRR10505113	2937	0.021	PRJNA590898	Case	Gastrointestinal	IBD
SRR17285784	2937	0.021	PRJNA791216	Case	Autoimmune	RA
DRR352748	2936	0.021	PRJDB13192	Case	Infectious	COVID-19
SRR18268018	2936	0.021	PRJNA813503	Control	Metabolic	GDM
ERR5051430	2935	0.022	PRJEB42375	Case	Gastrointestinal	IBS
SRR20665833	2935	0.022	PRJNA778607	Control	Infectious	HD
SRR12268462	2934	0.022	PRJNA647266	Control	Other	CKD
SRR6308490	2934	0.022	PRJNA419104	Control	Infectious	CDI
ERR5051452	2933	0.022	PRJEB42375	Case	Gastrointestinal	IBS
S902	2933	0.022	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR17430182	2933	0.022	PRJNA794154	Case	Infectious	COVID-19
SRR17285783	2932	0.023	PRJNA791216	Case	Autoimmune	RA
SRR17430175	2932	0.023	PRJNA794154	Case	Infectious	COVID-19
SRR12268487	2931	0.023	PRJNA647266	Control	Other	CKD
SRR18268020	2931	0.023	PRJNA813503	Control	Metabolic	GDM
SRR18267997	2930	0.023	PRJNA813503	Control	Metabolic	GDM
SRR6308554	2930	0.023	PRJNA419104	Control	Infectious	CDI
SRR11098569	2928	0.024	PRJNA607176	Control	Gastrointestinal	IBD
SRR11098574	2928	0.024	PRJNA607176	Case	Gastrointestinal	IBD
SRR12268325	2928	0.024	PRJNA647266	Control	Other	CKD
SRR13762718	2928	0.024	PRJNA698272	Case	Liver	NAFLD
SRR18268067	2928	0.024	PRJNA813503	Case	Metabolic	GDM
SRR20665859	2928	0.024	PRJNA778607	Case	Infectious	HD
ERR5051494	2927	0.024	PRJEB42375	Control	Gastrointestinal	IBS
SRR6308489	2927	0.024	PRJNA419104	Control	Infectious	CDI
SRR14736942	2926	0.025	PRJNA735021	Case	Autoimmune	RA
SRR18268027	2926	0.025	PRJNA813503	Control	Metabolic	GDM
ERR5051498	2925	0.025	PRJEB42375	Control	Gastrointestinal	IBS
SRR12613994	2925	0.025	PRJNA662173	Case	Metabolic	T2DM
ERR5051445	2923	0.026	PRJEB42375	Case	Gastrointestinal	IBS
ERR5051525	2922	0.026	PRJEB42375	Control	Gastrointestinal	IBS
ERR3711777	2921	0.026	PRJEB35665	Case	Cancer	Melanoma
S836	2921	0.026	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR17285789	2921	0.026	PRJNA791216	Case	Autoimmune	RA
SRR12268460	2920	0.027	PRJNA647266	Control	Other	CKD
DRR352807	2919	0.027	PRJDB13192	Control	Infectious	COVID-19
S769	2919	0.027	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR17285798	2918	0.027	PRJNA791216	Case	Autoimmune	RA
SRR20665837	2918	0.027	PRJNA778607	Control	Infectious	HD
ERR5051459	2917	0.028	PRJEB42375	Case	Gastrointestinal	IBS
SRR12268478	2917	0.028	PRJNA647266	Control	Other	CKD
SRR14736997	2917	0.028	PRJNA735021	Case	Autoimmune	RA
SRR17285842	2917	0.028	PRJNA791216	Case	Autoimmune	RA
SRR11098637	2916	0.028	PRJNA607176	Case	Gastrointestinal	IBD
SRR14736962	2915	0.028	PRJNA735021	Case	Autoimmune	RA
ERR4264944	2914	0.029	PRJEB38930	Control	Other	AN
S824	2914	0.029	crohns-paper_37122605	Case	Gastrointestinal	IBD
DRR352742	2913	0.029	PRJDB13192	Case	Infectious	COVID-19
S800	2913	0.029	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR12268294	2913	0.029	PRJNA647266	Control	Other	CKD
SRR12268453	2913	0.029	PRJNA647266	Control	Other	CKD
S815	2912	0.029	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR12268366	2912	0.029	PRJNA647266	Case	Other	CKD
SRR17285794	2911	0.030	PRJNA791216	Case	Autoimmune	RA
SRR17285899	2911	0.030	PRJNA791216	Case	Autoimmune	RA
SRR12268383	2909	0.030	PRJNA647266	Case	Other	CKD
SRR17285803	2909	0.030	PRJNA791216	Case	Autoimmune	RA
ERR4264900	2908	0.031	PRJEB38930	Case	Other	AN
S801	2908	0.031	crohns-paper_37122605	Control	Gastrointestinal	IBD
ERR5051418	2907	0.031	PRJEB42375	Case	Gastrointestinal	IBS
SRR11098631	2907	0.031	PRJNA607176	Case	Gastrointestinal	IBD
ERR4264979	2906	0.031	PRJEB38930	Case	Other	AN
SRR11098594	2905	0.032	PRJNA607176	Case	Gastrointestinal	IBD
SRR12268442	2905	0.032	PRJNA647266	Control	Other	CKD
ERR5051504	2904	0.032	PRJEB42375	Control	Gastrointestinal	IBS
SRR12268514	2904	0.032	PRJNA647266	Control	Other	CKD
SRR12268470	2902	0.033	PRJNA647266	Control	Other	CKD
SRR20665808	2902	0.033	PRJNA778607	Control	Infectious	HD
ERR3711778	2901	0.033	PRJEB35665	Case	Cancer	Melanoma
SRR18267989	2900	0.033	PRJNA813503	Control	Metabolic	GDM
S675	2899	0.034	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR14736986	2899	0.034	PRJNA735021	Control	Autoimmune	RA
SRR20665831	2899	0.034	PRJNA778607	Control	Infectious	HD
DRR352734	2898	0.034	PRJDB13192	Case	Infectious	COVID-19
ERR5051478	2898	0.034	PRJEB42375	Case	Gastrointestinal	IBS
SRR12268313	2897	0.034	PRJNA647266	Control	Other	CKD
SRR14736961	2897	0.034	PRJNA735021	Control	Autoimmune	RA
SRR17285904	2897	0.034	PRJNA791216	Case	Autoimmune	RA
SRR18268055	2897	0.034	PRJNA813503	Case	Metabolic	GDM
ERR4265009	2896	0.035	PRJEB38930	Case	Other	AN
S814	2895	0.035	crohns-paper_37122605	Case	Gastrointestinal	IBD
ERR5051549	2894	0.035	PRJEB42375	Control	Gastrointestinal	IBS
S809	2893	0.036	crohns-paper_37122605	Control	Gastrointestinal	IBD
S835	2893	0.036	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR12268414	2892	0.036	PRJNA647266	Control	Other	CKD
SRR14736957	2892	0.036	PRJNA735021	Case	Autoimmune	RA
SRR18268035	2891	0.036	PRJNA813503	Control	Metabolic	GDM
SRR12613981	2890	0.037	PRJNA662173	Case	Metabolic	T2DM
SRR18268009	2890	0.037	PRJNA813503	Case	Metabolic	GDM
ERR6295993	2888	0.037	PRJEB46343	Control	Infectious	HIV
SRR14736969	2888	0.037	PRJNA735021	Control	Autoimmune	RA
SRR17430161	2888	0.037	PRJNA794154	Case	Infectious	COVID-19
SRR12268397	2886	0.038	PRJNA647266	Case	Other	CKD
ERR5051437	2884	0.039	PRJEB42375	Case	Gastrointestinal	IBS
SRR12268465	2884	0.039	PRJNA647266	Control	Other	CKD
SRR12268437	2883	0.039	PRJNA647266	Control	Other	CKD
ERR3711789	2882	0.039	PRJEB35665	Case	Cancer	Melanoma
S894	2882	0.039	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR14736976	2882	0.039	PRJNA735021	Control	Autoimmune	RA
SRR18268010	2882	0.039	PRJNA813503	Case	Metabolic	GDM
SRR20665818	2881	0.040	PRJNA778607	Control	Infectious	HD
SRR14736978	2879	0.040	PRJNA735021	Control	Autoimmune	RA
SRR14736987	2879	0.040	PRJNA735021	Control	Autoimmune	RA
SRR14737006	2879	0.040	PRJNA735021	Control	Autoimmune	RA
ERR4264872	2876	0.041	PRJEB38930	Control	Other	AN
SRR14737009	2876	0.041	PRJNA735021	Case	Autoimmune	RA
DRR352764	2875	0.042	PRJDB13192	Control	Infectious	COVID-19
ERR5051477	2875	0.042	PRJEB42375	Case	Gastrointestinal	IBS
SRR17430137	2875	0.042	PRJNA794154	Case	Infectious	COVID-19
SRR14736953	2874	0.042	PRJNA735021	Case	Autoimmune	RA
SRR6308546	2874	0.042	PRJNA419104	Control	Infectious	CDI
ERR4265004	2873	0.042	PRJEB38930	Control	Other	AN
ERR5051479	2873	0.042	PRJEB42375	Case	Gastrointestinal	IBS
ERR5051507	2873	0.042	PRJEB42375	Control	Gastrointestinal	IBS
ERR5051522	2873	0.042	PRJEB42375	Control	Gastrointestinal	IBS
SRR14736956	2873	0.042	PRJNA735021	Case	Autoimmune	RA
SRR12268459	2872	0.043	PRJNA647266	Control	Other	CKD
SRR14736975	2871	0.043	PRJNA735021	Control	Autoimmune	RA
SRR14736989	2871	0.043	PRJNA735021	Control	Autoimmune	RA
SRR12268297	2870	0.043	PRJNA647266	Control	Other	CKD
SRR12268467	2869	0.044	PRJNA647266	Control	Other	CKD
ERR5051447	2868	0.044	PRJEB42375	Case	Gastrointestinal	IBS
SRR12268407	2867	0.044	PRJNA647266	Control	Other	CKD
SRR14737008	2866	0.045	PRJNA735021	Case	Autoimmune	RA
SRR17285849	2865	0.045	PRJNA791216	Control	Autoimmune	RA
ERR5051556	2864	0.045	PRJEB42375	Control	Gastrointestinal	IBS
ERR5051506	2863	0.046	PRJEB42375	Control	Gastrointestinal	IBS
ERR5051528	2863	0.046	PRJEB42375	Control	Gastrointestinal	IBS
SRR18268036	2862	0.046	PRJNA813503	Control	Metabolic	GDM
DRR352759	2861	0.046	PRJDB13192	Control	Infectious	COVID-19
SRR14737011	2861	0.046	PRJNA735021	Case	Autoimmune	RA
SRR17430152	2861	0.046	PRJNA794154	Control	Infectious	COVID-19
DRR352782	2860	0.047	PRJDB13192	Case	Infectious	COVID-19
SRR14736947	2860	0.047	PRJNA735021	Case	Autoimmune	RA
DRR352801	2859	0.047	PRJDB13192	Case	Infectious	COVID-19
ERR4264985	2859	0.047	PRJEB38930	Case	Other	AN
SRR17430158	2859	0.047	PRJNA794154	Case	Infectious	COVID-19
SRR12268354	2858	0.047	PRJNA647266	Case	Other	CKD
SRR20665845	2858	0.047	PRJNA778607	Control	Infectious	HD
ERR4264876	2857	0.048	PRJEB38930	Control	Other	AN
S849	2857	0.048	crohns-paper_37122605	Case	Gastrointestinal	IBD
S796	2856	0.048	crohns-paper_37122605	Control	Gastrointestinal	IBD
SRR18267999	2856	0.048	PRJNA813503	Control	Metabolic	GDM
ERR4264964	2855	0.048	PRJEB38930	Control	Other	AN
SRR14736967	2854	0.049	PRJNA735021	Control	Autoimmune	RA
ERR5051497	2850	0.050	PRJEB42375	Control	Gastrointestinal	IBS
ERR5051511	2850	0.050	PRJEB42375	Control	Gastrointestinal	IBS
SRR14736949	2847	0.051	PRJNA735021	Case	Autoimmune	RA
SRR12268323	2845	0.052	PRJNA647266	Control	Other	CKD
SRR18267981	2845	0.052	PRJNA813503	Control	Metabolic	GDM
DRR352739	2844	0.052	PRJDB13192	Case	Infectious	COVID-19
SRR18268044	2844	0.052	PRJNA813503	Case	Metabolic	GDM
SRR17285834	2843	0.052	PRJNA791216	Case	Autoimmune	RA
ERR5051501	2842	0.053	PRJEB42375	Control	Gastrointestinal	IBS
ERR4264959	2841	0.053	PRJEB38930	Case	Other	AN
SRR17285872	2840	0.053	PRJNA791216	Control	Autoimmune	RA
SRR12268512	2839	0.054	PRJNA647266	Case	Other	CKD
SRR8536921	2839	0.054	PRJNA517994	Control	Liver	Alcohol-Associated-LD
SRR18268065	2838	0.054	PRJNA813503	Case	Metabolic	GDM
DRR352713	2837	0.054	PRJDB13192	Case	Infectious	COVID-19
SRR17430140	2837	0.054	PRJNA794154	Case	Infectious	COVID-19
SRR11098590	2835	0.055	PRJNA607176	Case	Gastrointestinal	IBD
S683	2834	0.055	crohns-paper_37122605	Case	Gastrointestinal	IBD
S856	2834	0.055	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR14737002	2833	0.056	PRJNA735021	Case	Autoimmune	RA
SRR20665872	2832	0.056	PRJNA778607	Case	Infectious	HD
ERR5051488	2831	0.056	PRJEB42375	Case	Gastrointestinal	IBS
SRR14736941	2830	0.057	PRJNA735021	Case	Autoimmune	RA
ERR5051434	2829	0.057	PRJEB42375	Case	Gastrointestinal	IBS
ERR4264967	2828	0.057	PRJEB38930	Control	Other	AN
SRR12268443	2828	0.057	PRJNA647266	Control	Other	CKD
S900	2827	0.058	crohns-paper_37122605	Case	Gastrointestinal	IBD
SRR12268316	2827	0.058	PRJNA647266	Control	Other	CKD
DRR352804	2825	0.058	PRJDB13192	Case	Infectious	COVID-19
SRR14736999	2825	0.058	PRJNA735021	Case	Autoimmune	RA
ERR5051423	2824	0.059	PRJEB42375	Case	Gastrointestinal	IBS
SRR14200759	2824	0.059	PRJNA703732	Case	Liver	Alcohol-Associated-LD
ERR5051432	2823	0.059	PRJEB42375	Case	Gastrointestinal	IBS
SRR14736945	2823	0.059	PRJNA735021	Case	Autoimmune	RA
ERR5051531	2822	0.059	PRJEB42375	Control	Gastrointestinal	IBS
